vx_des_mean,vx_meas_mean,vx_error_mean,vx_error_rmse,vx_error_mae,vx_error_max_abs,body_z_des_mean,body_z_meas_mean,body_z_error_mean,body_z_error_rmse,body_z_error_mae,body_z_error_max_abs,roll0_deg,roll_mean_delta_deg,roll_std_delta_deg,roll_min_delta_deg,roll_max_delta_deg,roll_range_deg,roll_delta_max_abs_deg,pitch0_deg,pitch_mean_delta_deg,pitch_std_delta_deg,pitch_min_delta_deg,pitch_max_delta_deg,pitch_range_deg,pitch_delta_max_abs_deg,min_base_z,max_base_z,max_abs_roll_deg_global,max_abs_pitch_deg_global,trial_name,sweep_name,sweep_value,success,failure_reason,final_base_x,elapsed_wall_s,max_contact_force_n,mean_mpc_update_ms,mean_mpc_solve_ms,x_vel_des_cfg,z_pos_des_cfg,height_swing_cfg,gait_hz_cfg,gait_duty_cfg,pitch_ref_deg_cfg
0.09999999999999999,0.07402721693503646,-0.02597278306496356,0.031185359568756628,0.02731060402003548,0.08445351719500317,0.2700000000000001,0.2896458799682835,0.01964587996828348,0.019687535148171308,0.01964587996828348,0.022838330291108877,-0.04566339362626977,0.08800265719506437,0.06417949569311272,-0.031242195971162352,0.29771298271480673,0.3289551786859691,0.29771298271480673,0.7146642098668979,0.46483275765067866,0.17315351014101754,0.02189814117985163,0.8313500833348966,0.8094519421550449,0.8313500833348966,0.27,0.29449143605108874,0.41810453611127785,1.5460142932017944,velocity_00_x_vel_des_0p1000,velocity,0.1,1,none,0.21210949042997684,12.87865155899999,84.00142438633358,5.5500140120047945,8.796566051994887,0.1,0.27,0.1,3.0,0.6,0.0
0.25555555555555554,0.2410443401240396,-0.014511215431515928,0.03641207210616582,0.02641431355762141,0.23318444596817667,0.2700000000000001,0.28812711496136917,0.018127114961369137,0.018209589158500187,0.018127114961369137,0.02320927434707093,-0.04566339362626977,0.0666353072241677,0.25047265214312425,-0.4623529835520063,0.8191394108931774,1.2814923944451837,0.8191394108931774,0.7146642098668979,0.7657741550025625,0.2658701714482092,-0.03935157248969794,1.2578263319861662,1.2971779044758642,1.2578263319861662,0.27,0.294540179001963,0.7734760172669077,1.9747346320874286,velocity_01_x_vel_des_0p2556,velocity,0.25555555555555554,1,none,0.7288676308706187,8.553686924000203,108.94881332367875,3.5369388159970185,6.575326811994273,0.25555555555555554,0.27,0.1,3.0,0.6,0.0
0.41111111111111104,0.42233084870369814,0.01121973759258699,0.056953544454821405,0.03726218475053994,0.3887400015237322,0.2700000000000001,0.2876446999520051,0.017644699952005117,0.017745044035326323,0.017644699952005117,0.023933123061661843,-0.04566339362626977,0.001289288566307347,0.5649177940041653,-1.500703054539876,1.3047694337027853,2.8054724882426614,1.500703054539876,0.7146642098668979,1.126357394190622,0.4218002195239326,-0.11339663791476144,1.8659194379914628,1.9793160759062243,1.8659194379914628,0.27,0.29833465424376,1.546366448166146,2.663975956801817,velocity_02_x_vel_des_0p4111,velocity,0.4111111111111111,1,none,1.298887462310227,8.398261690000027,147.56659267493606,3.5459445480091745,5.734394259992769,0.4111111111111111,0.27,0.1,3.0,0.6,0.0
0.5666666666666665,0.5917291632102157,0.025062496543549133,0.08288870623275607,0.055570377535563056,0.5442955570792878,0.2700000000000001,0.2839677180803988,0.013967718080398688,0.014348162598679695,0.013967718080398688,0.025321993584101032,-0.04566339362626977,-0.013703107545383302,0.6944258855133791,-1.7297394622093716,1.7520067355613052,3.4817461977706765,1.7520067355613052,0.7146642098668979,1.3322453809310728,0.5486214804728334,-0.24006975228401362,2.3033719041220806,2.5434416564060944,2.3033719041220806,0.27,0.299166641293916,1.7754028558356414,3.1583480907017494,velocity_03_x_vel_des_0p5667,velocity,0.5666666666666667,1,none,1.8385223595880773,8.843545892000066,184.46567265121496,3.8059845480102013,6.606454287993074,0.5666666666666667,0.27,0.1,3.0,0.6,0.0
0.7222222222222222,0.7673968314727474,0.045174609250525126,0.11513813848568927,0.08117979636814888,0.6998511126348433,0.2700000000000001,0.28132812473046065,0.01132812473046066,0.012581622250886559,0.01132812473046066,0.030780190364665172,-0.04566339362626977,-0.09644079254141864,0.8517749641151264,-2.198423944962417,2.07984613045761,4.278270075420027,2.198423944962417,0.7146642098668979,1.4862664127072944,0.6288632177002598,-0.13862075902391618,2.639920755067469,2.778541514091385,2.639920755067469,0.27,0.32819270300959813,4.896699062203879,3.533672706075862,velocity_04_x_vel_des_0p7222,velocity,0.7222222222222222,1,none,2.42398439291165,10.32254121599999,242.8307067547009,4.47332428000027,7.9326478279954244,0.7222222222222222,0.27,0.1,3.0,0.6,0.0
0.877777777777778,0.9415023004036158,0.06372452262583818,0.15159089287013605,0.11006904074377957,0.8554066681903989,0.2700000000000001,0.27662297898851235,0.006622978988512314,0.011367254384778114,0.006653315997639158,0.040222715594689706,-0.04566339362626977,-0.19134021612579485,1.0961986435331639,-2.8518300158231833,2.4611986349651365,5.31302865078832,2.8518300158231833,0.7146642098668979,1.7703794543548226,0.6419790692623145,0.17006753742719818,3.0570495573423546,2.8869820199151564,3.0570495573423546,0.26912622674135983,0.33711468538671246,5.041537754190645,3.83622005087514,velocity_05_x_vel_des_0p8778,velocity,0.8777777777777778,1,none,3.01913158232002,10.045564529999865,317.4346433523392,4.359208980008589,7.5593408519944205,0.8777777777777778,0.27,0.1,3.0,0.6,0.0
1.0333333333333332,1.1367807156164065,0.10344738228307303,0.21066878306665174,0.166442125182191,1.0109622237459546,0.2700000000000001,0.27451701084107194,0.004517010841071947,0.012421980682312497,0.006128320873750276,0.04570451848426954,-0.04566339362626977,-0.2728057653699975,1.3242347321005683,-3.4431908963117053,2.8073856753685016,6.250576571680207,3.4431908963117053,0.7146642098668979,1.960286202400146,0.7178204543910257,0.1785329416083834,3.559774475091486,3.3812415334831027,3.559774475091486,0.26288036277834265,0.31570451848426956,4.962795752569995,4.453967788707476,velocity_06_x_vel_des_1p0333,velocity,1.0333333333333334,1,none,3.7016394522355207,9.488084240000035,331.39626853746444,4.034229832006531,8.351479779998954,1.0333333333333334,0.27,0.1,3.0,0.6,0.0
1.188888888888889,1.2916957055251685,0.10280681663627948,0.24100346511610873,0.1869124378734106,1.1665177793015102,0.2700000000000001,0.2752576133949584,0.005257613394958442,0.01712924486556314,0.012131260877904799,0.05408887264220985,-0.04566339362626977,0.1239517331942512,4.947495429363585,-13.308052532734914,14.236186607298823,27.54423914003374,14.236186607298823,0.7146642098668979,3.306151225005659,1.7439547083362372,0.10122400864942208,8.045664276871642,7.944440268222221,8.045664276871642,0.23874643281391408,0.32408887264220987,14.190523213672554,8.76032848673854,velocity_07_x_vel_des_1p1889,velocity,1.188888888888889,1,none,4.298555787832273,10.315176337999901,526.9249299554787,4.367239275999054,9.703726924006332,1.188888888888889,0.27,0.1,3.0,0.6,0.0
1.3444444444444448,1.4809093035512202,0.13646485910677567,0.3061374713196458,0.2527574084919387,1.3220733348570657,0.2700000000000001,0.2667444695462453,-0.0032555304537547217,0.020337356153116885,0.015929645671274764,0.058434171647993416,-0.04566339362626977,0.05712933010987137,5.072320514392182,-15.503796933148195,13.701168806681041,29.204965739829234,15.503796933148195,0.7146642098668979,4.774541414232563,2.6681832832040593,-2.6380569940123606,9.422994208134302,12.061051202146663,9.422994208134302,0.2376868950048821,0.32843417164799343,15.549460326774465,10.1376584180012,velocity_08_x_vel_des_1p3444,velocity,1.3444444444444446,1,none,5.031082645254054,9.99453721299983,562.6298835277647,4.239342431994373,8.688571303998287,1.3444444444444446,0.27,0.1,3.0,0.6,0.0
1.5,1.5406333478815089,0.04063334788150889,0.5198160241906488,0.4356064775904543,1.4776288904126211,0.26999999999999996,0.2605028523119756,-0.00949714768802441,0.04029314310318103,0.03664832933842294,0.06279143851005142,-0.04566339362626977,-3.8447529751559606,6.351323113989691,-34.905022326719276,4.038163185075767,38.94318551179504,34.905022326719276,0.7146642098668979,7.8549585370660635,7.805396687969104,-2.9801875882767432,22.43928485926302,25.41947244753976,22.43928485926302,0.21060928481496546,0.33279143851005144,38.71568624783659,23.37518683547875,velocity_09_x_vel_des_1p5000,velocity,1.5,0,roll_limit,1.9913995481031206,7.354860581999901,2402.6755823914673,6.285795634790781,12.764702382602753,1.5,0.27,0.1,3.0,0.6,0.0
